source_row_id_or_node_id,original_name,normalized_name,current_bucket,recommended_bucket,status,why_current_is_wrong,why_fix_is_right,rationale,slide_basis,context_note,recommended_action
promoted-listings-general,Promoted Listings Standard,promoted listings standard,not_trust_related,not_trust_related,correct,Current bucket appears correct per deck definitions.,Correctly classified as not trust-related per deck definitions.,"Not a buyer-facing trust signal; does not attach authenticity, accuracy, or assurance to an item, seller account, or marketplace-wide promise.",4,,keep
promoted-listings-standard,Promoted Listings Standard,promoted listings standard,not_trust_related,not_trust_related,correct,Current bucket appears correct per deck definitions.,Correctly classified as not trust-related per deck definitions.,"Not a buyer-facing trust signal; does not attach authenticity, accuracy, or assurance to an item, seller account, or marketplace-wide promise.",4,,keep
featured-listing,Featured Listing,featured listing,not_trust_related,not_trust_related,correct,Current bucket appears correct per deck definitions.,Correctly classified as not trust-related per deck definitions.,"Not a buyer-facing trust signal; does not attach authenticity, accuracy, or assurance to an item, seller account, or marketplace-wide promise.",4,,keep
resolution-center,Resolution Center,resolution center,not_trust_related,not_trust_related,correct,Current bucket appears correct per deck definitions.,Correctly classified as not trust-related per deck definitions.,"Not a buyer-facing trust signal; does not attach authenticity, accuracy, or assurance to an item, seller account, or marketplace-wide promise.",4,,keep
resolution-center-multi-market,Resolution Center,resolution center,not_trust_related,not_trust_related,correct,Current bucket appears correct per deck definitions.,Correctly classified as not trust-related per deck definitions.,"Not a buyer-facing trust signal; does not attach authenticity, accuracy, or assurance to an item, seller account, or marketplace-wide promise.",4,,keep
return-received,Return Received,return received,not_trust_related,not_trust_related,correct,Current bucket appears correct per deck definitions.,Correctly classified as not trust-related per deck definitions.,"Not a buyer-facing trust signal; does not attach authenticity, accuracy, or assurance to an item, seller account, or marketplace-wide promise.",4,,keep
issue-resolution-center,Issue Resolution Center,issue resolution center,not_trust_related,not_trust_related,correct,Current bucket appears correct per deck definitions.,Correctly classified as not trust-related per deck definitions.,"Not a buyer-facing trust signal; does not attach authenticity, accuracy, or assurance to an item, seller account, or marketplace-wide promise.",4,,keep
partial-refund,Partial Refund,partial refund,not_trust_related,not_trust_related,correct,Current bucket appears correct per deck definitions.,Correctly classified as not trust-related per deck definitions.,"Not a buyer-facing trust signal; does not attach authenticity, accuracy, or assurance to an item, seller account, or marketplace-wide promise.",4,,keep
30-day-returns,30-Day Returns,30-day returns,not_trust_related,not_trust_related,correct,Current bucket appears correct per deck definitions.,Correctly classified as not trust-related per deck definitions.,"Not a buyer-facing trust signal; does not attach authenticity, accuracy, or assurance to an item, seller account, or marketplace-wide promise.",4,,keep
request-return,Request Return,request return,not_trust_related,not_trust_related,correct,Current bucket appears correct per deck definitions.,Correctly classified as not trust-related per deck definitions.,"Not a buyer-facing trust signal; does not attach authenticity, accuracy, or assurance to an item, seller account, or marketplace-wide promise.",4,,keep
return-requested,Return Requested,return requested,not_trust_related,not_trust_related,correct,Current bucket appears correct per deck definitions.,Correctly classified as not trust-related per deck definitions.,"Not a buyer-facing trust signal; does not attach authenticity, accuracy, or assurance to an item, seller account, or marketplace-wide promise.",4,,keep
return-shipped,Return Shipped,return shipped,not_trust_related,not_trust_related,correct,Current bucket appears correct per deck definitions.,Correctly classified as not trust-related per deck definitions.,"Not a buyer-facing trust signal; does not attach authenticity, accuracy, or assurance to an item, seller account, or marketplace-wide promise.",4,,keep
return-to-sender,Return to Sender,return to sender,not_trust_related,not_trust_related,correct,Current bucket appears correct per deck definitions.,Correctly classified as not trust-related per deck definitions.,"Not a buyer-facing trust signal; does not attach authenticity, accuracy, or assurance to an item, seller account, or marketplace-wide promise.",4,,keep
returns,Returns,returns,not_trust_related,not_trust_related,correct,Current bucket appears correct per deck definitions.,Correctly classified as not trust-related per deck definitions.,"Not a buyer-facing trust signal; does not attach authenticity, accuracy, or assurance to an item, seller account, or marketplace-wide promise.",4,,keep
cases-closed-without-seller-resolution,Cases Closed Without Seller Resolution,cases closed without seller resolution,platform_trust,seller_trust,incorrect,"Classified as platform_trust. This is a seller performance defect metric (counts cases where eBay had to intervene because the seller failed to resolve)  it measures seller service quality and reliability, not a platform-wide assurance.",Slide 4: seller trust = account-level indicators of seller reliability and service quality. Cases closed without seller resolution is a key defect metric that tells buyers whether a specific seller resolves issues themselves. It attaches to the seller account.,Seller-account-level performance metric. Slide 4.,4,"Inputs into Top Rated Seller eligibility, which is clearly seller trust. The metric itself is also seller trust.",move
authenticity-guarantee,Authenticity Guarantee,authenticity guarantee,item_trust,item_trust,correct,Current bucket appears correct per deck definitions.,No change needed; current classification aligns with deck framework.,"Listing-level authentication signal  physically or digitally verifies item authenticity via trusted 3rd party. Item trust Tier A per slides 4, 13, 20.","4, 13, 20",,keep
authenticity-guarantee-multi-market,Authenticity Guarantee,authenticity guarantee,item_trust,item_trust,correct,Current bucket appears correct per deck definitions.,No change needed; current classification aligns with deck framework.,"Listing-level authentication signal  physically or digitally verifies item authenticity via trusted 3rd party. Item trust Tier A per slides 4, 13, 20.","4, 13, 20",,keep
tcgplayer-authentication-center,TCGplayer Authentication Center,tcgplayer authentication center,platform_trust,item_trust,incorrect,Classified as platform_trust but TCGplayer Authentication Center grades and verifies individual trading cards  a classic item-level authenticity/accuracy signal integrated into eBay AG.,"Slide 13 Tier A: eBay-assessed via a trusted 3rd party partner. PSA, Beckett, and TCGplayer authentication all operate at the item level  the grade attaches to the specific card, not to the seller or platform broadly. Slide 14, 16 confirm trading card grading as Tier A item trust.","Item-level authentication/grading by a 3rd party partner. Slide 4, 13, 14, 16.","4, 13, 14, 16",Part of eBay AG ecosystem for trading cards; item trust Tier A is the correct tier.,move
3pm-shield,3PM Shield,3pm shield,item_trust,platform_trust,incorrect,"Classified as item_trust Tier C but 3PM Shield is an AI-powered backend counterfeit detection and brand protection platform. It is not a buyer-facing badge or item-level trust signal; buyers never see ""3PM Shield"" on a listing.",Platform trust covers marketplace integrity measures including security and counterfeit monitoring (slide 4). 3PM Shield is an operational back-end integrity tool that powers VeRO compliance  classifying it as a buyer-facing item signal is incorrect.,"Backend marketplace integrity tool, not a buyer-facing item trust signal. Slide 4.",4,Never surfaces to buyers as a listing badge. Operates inside platform Trust & Safety systems.,move
